0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|1,,,,,0,|1,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|1,,,,,0,|1,,,,,0,|6,,,,,0,|6,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|6,,,,,0,|6,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|3,,,,0|1,,,,,0,|1,,,,,0,|6,,,,,0,|6,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0|1,,,,,0,|3,,,,0|1,,,,,0,|1,,,,,0|6,,,,,0,|6,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|10,,,,,0,|11,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|3,,,,0|1,,,,1|1,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|10,,,,,0,|11,,,,,0,|0,,,,0|
0,,,,,0,|12,,,,,0,|13,,,,,0,|1,,,,,0,|1,,,,,0|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0|1,,,,,0,|3,,,,0|1,Shroom.dat:2:2,,,,0,|1,Shroom.dat:2:2,,,,0|12,,,,,0,|13,,,,,0,|12,,,,,0,|13,,,,,0|12,,,,,0,|13,,,,,0,|0,,,,0|
0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|
END TILES
END OBJECTS
